date,close,high,low,open,volume,return,log_return,direction,price_change,intraday_range,volatility_5d,volatility_20d,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,bb_middle,bb_upper,bb_lower,bb_width,volume_sma_20,volume_ratio,momentum_5,momentum_10,momentum_20,roc_5,roc_10,sentiment_compound_mean,sentiment_positive_mean,sentiment_negative_mean,sentiment_neutral_mean,sentiment_compound_std,sentiment_compound_min,sentiment_compound_max,news_count,sentiment_momentum,sentiment_ma5,sentiment_ma10,sentiment_lag1,sentiment_lag2,sentiment_lag3,return_lag1,close_lag1,return_lag2,close_lag2,return_lag3,close_lag3,return_lag5,close_lag5,sentiment_rolling_mean_5,sentiment_rolling_std_5,sentiment_rolling_min_5,sentiment_rolling_max_5,return_rolling_mean_5,return_rolling_std_5,volume_rolling_mean_5,sentiment_rolling_mean_10,sentiment_rolling_std_10,sentiment_rolling_min_10,sentiment_rolling_max_10,return_rolling_mean_10,return_rolling_std_10,volume_rolling_mean_10,sentiment_rolling_mean_20,sentiment_rolling_std_20,sentiment_rolling_min_20,sentiment_rolling_max_20,return_rolling_mean_20,return_rolling_std_20,volume_rolling_mean_20,sentiment_rsi,sentiment_macd,sentiment_volume,sentiment_price_momentum,news_weighted_sentiment,target,target_multiclass
2020-10-15,3483.340087890625,3489.080078125,3440.889892578125,3453.719970703125,3724550000,-0.0015277553060997207,-1,0,-5.329833984375,48.190185546875,0.010120070782378211,0.01237794867899711,3380.425,3396.6646044921877,3122.4490991210937,3445.039135900876,3409.0290086529835,36.01012724789234,19.959745705271136,16.050381542621206,69.30174918270708,3380.425,3556.290724710139,3204.5592752898615,351.7314494202774,4173802500.0,0.8923637378625366,36.510009765625,102.5400390625,126.330078125,1.059234396187167,3.0330110500928056,-0.024096360089478165,0.004819272017895633,0.0024096360089478166,0.5,0.010120070782378211,-0.006623141753502759,0.01641581296364758,10,0.005095386447403039,0.002150306006115188,0.00305799493475879,0.005809587026767335,0.031504045150297366,0.0553657828779297,-0.006623141753502759,3488.669921875,-0.006306918994084421,3511.929931640625,0.01641581296364758,3534.219970703125,0.008010123642494982,3446.830078125,0.025116748203879314,0.03452203518924215,-0.024096360089478165,0.05700068605388038,0.002150306006115188,0.010120070782378211,3714802000.0,0.02004300569587807,0.02622447733746308,-0.024096360089478165,0.05700068605388038,0.00305799493475879,0.012092638072221312,3837769000.0,0.008627454730327,0.034240568638696844,-0.051943409357697964,0.05845795519609176,0.0019215747124539718,0.01237794867899711,4173802500.0,-1.669919903137209,-0.8677129930331432,-0.021502717958328383,-7.784503681648597e-06,0.24096360089478164,1,2
2020-10-16,3483.81005859375,3515.760009765625,3480.449951171875,3493.5,4688030000,0.00013491955745537076,1,1,0.469970703125,35.31005859375,0.009415390709322239,0.012000279784427898,3388.6420043945313,3399.357607421875,3123.5788989257812,3451.0038932382413,3414.568345685633,36.435547552608114,23.254906074738532,13.180641477869582,65.50848205131729,3388.6420043945313,3567.841480942528,3209.4425278465346,358.3989530959934,4054384000.0,1.156286627019049,6.670166015625,135.39013671875,164.340087890625,0.19182909579974955,4.043403750952963,-0.013359962503578515,0.002761938872352617,0.0013809694361763085,0.5,0.009415390709322239,-0.006623141753502759,0.01641581296364758,10,0.0016626748635550914,0.0004185832934832101,0.004029252108365966,-0.024096360089478165,0.005809587026767335,0.031504045150297366,-0.0015277553060997207,3483.340087890625,-0.006623141753502759,3488.669921875,-0.006306918994084421,3511.929931640625,0.00879353312061526,3477.139892578125,0.011044618492387536,0.032560832511571755,-0.024096360089478165,0.0553657828779297,0.0004185832934832101,0.009415390709322239,3863590000.0,0.018045513809037673,0.028057589470240243,-0.024096360089478165,0.05700068605388038,0.004029252108365966,0.011331070590913797,3909054000.0,0.00997728112848345,0.0327056194083343,-0.051943409357697964,0.05845795519609176,0.002487449780697265,0.012000279784427898,4054384000.0,-0.8751908638719451,-0.4867775491001963,-0.015447945980363772,2.2432735678302191e-07,0.13359962503578515,0,0
2020-10-19,3426.919921875,3502.419921875,3419.929931640625,3493.659912109375,4091080000,-0.016329861778318078,-1,0,-56.89013671875,82.489990234375,0.0064175840699324535,0.012336176457180199,3395.9349975585938,3400.8704052734374,3124.539248046875,3447.2986668746657,3415.483277255216,31.81538961944989,24.967002783680805,6.848386835769084,59.79099522969352,3395.9349975585938,3568.446914947173,3223.4230801700146,345.0238347771583,4017134500.0,1.0184075240697068,-107.300048828125,18.31982421875,145.85986328125,-3.036031987753663,0.5374588891007395,-0.02953782921160405,0.005997512213957723,0.0029987561069788615,0.5,0.0064175840699324535,-0.016329861778318078,0.00013491955745537076,10,-0.01646478133577345,-0.006130551654909921,0.0005989950629199492,-0.013359962503578515,-0.024096360089478165,0.005809587026767335,0.00013491955745537076,3483.81005859375,-0.0015277553060997207,3483.340087890625,-0.006623141753502759,3488.669921875,0.01641581296364758,3534.219970703125,-0.005936103925519213,0.024908211674934976,-0.02953782921160405,0.031504045150297366,-0.006130551654909921,0.0064175840699324535,3994654000.0,0.0128104035100745,0.031714760218407724,-0.02953782921160405,0.05700068605388038,0.0005989950629199492,0.011822508428331081,3948890000.0,0.011097560135788147,0.030801285696501896,-0.04129101310503369,0.05845795519609176,0.002249511588321651,0.012336176457180199,4017134500.0,-1.7660962054865197,-0.9397575448799511,-0.03008154751378354,0.0002688676034234117,0.2953782921160405,1,2
2020-10-20,3443.1201171875,3476.929931640625,3435.64990234375,3439.3798828125,3917850000,0.004727334073110212,1,1,16.2001953125,41.280029296875,0.008035128655983671,0.012199093568044116,3402.3125,3402.523408203125,3125.523448486328,3446.6558130766402,3417.530450583533,29.125362493107332,25.798674725566112,3.3266877675412196,58.79125706950239,3402.3125,3571.7177635213743,3232.9072364786257,338.8105270427486,4014301500.0,0.9759730304263394,-68.809814453125,82.150146484375,127.550048828125,-1.9593162674797433,2.44423922856975,-0.01911268024625416,0.007064038469627887,0.0035320192348139434,0.5,0.008035128655983671,-0.016329861778318078,0.004727334073110212,10,0.02105719585142829,-0.003923701041470995,0.0024690800394536415,-0.02953782921160405,-0.013359962503578515,-0.024096360089478165,-0.016329861778318078,3426.919921875,0.00013491955745537076,3483.81005859375,-0.0015277553060997207,3483.340087890625,-0.006306918994084421,3511.929931640625,-0.01605944900482952,0.013611785868469558,-0.02953782921160405,0.005809587026767335,-0.003923701041470995,0.008035128655983671,4056004000.0,0.011828878684565917,0.03261411950117538,-0.02953782921160405,0.05700068605388038,0.0024690800394536415,0.010685703246868681,3895336000.0,0.01116157067159232,0.030733654600707816,-0.04129101310503369,0.05845795519609176,0.0019599810339364756,0.012199093568044116,4014301500.0,-1.1236584976447286,-0.5566637403870043,-0.018653460459506308,9.954439943261195e-05,0.1911268024625416,0,1
2020-10-21,3435.56005859375,3464.860107421875,3433.06005859375,3439.909912109375,4103960000,-0.0021956999281005363,-1,0,-7.56005859375,31.800048828125,0.007906195822571854,0.010667474938482432,3412.2445068359375,3404.560810546875,3126.5153491210935,3444.9487739254264,3418.865977102808,26.082796822618548,25.8554991449766,0.2272976776419462,56.14672311971609,3412.2445068359375,3563.0975065788894,3261.3915070929856,301.7059994859037,4000567000.0,1.0258445865298593,-53.10986328125,16.1201171875,198.64013671875,-1.5223527725634154,0.471425656356771,-0.022997046055514003,0.007750965259842942,0.003875482629921471,0.5,0.007906195822571854,-0.016329861778318078,0.004727334073110212,10,-0.006923034001210748,-0.0030382126763905505,0.000509834559721789,-0.01911268024625416,-0.02953782921160405,-0.013359962503578515,0.004727334073110212,3443.1201171875,-0.016329861778318078,3426.919921875,0.00013491955745537076,3483.81005859375,-0.006623141753502759,3488.669921875,-0.021820775621285784,0.006021502140147782,-0.02953782921160405,-0.013359962503578515,-0.0030382126763905505,0.007906195822571854,4105094000.0,0.005963182770158957,0.03312265096940159,-0.02953782921160405,0.05700068605388038,0.000509834559721789,0.00935827947592265,3924257000.0,0.012076269024068303,0.029330599315158815,-0.02953782921160405,0.05845795519609176,0.0030362687921828557,0.010667474938482432,4000567000.0,-1.2912087774503038,-0.5998272797863731,-0.023591395202226896,1.5200905258696008e-05,0.22997046055514003,1,2
2020-10-22,3453.489990234375,3460.530029296875,3415.340087890625,3438.5,4172060000,0.005218925396392127,1,1,17.929931640625,45.18994140625,0.008758239508095598,0.010678601438804454,3422.589501953125,3406.0236083984373,3127.517548828125,3446.262807203726,3421.430718816257,24.832088387468957,25.650816993475072,-0.8187286060061147,62.189372340805186,3422.589501953125,3552.5396184387996,3292.63938546745,259.9002329713494,3979074000.0,1.04850022894774,-29.85009765625,6.659912109375,206.89990234375,-0.8569389408751661,0.19321846329592918,0.01291759923566967,0.004047319799200959,0.0020236598996004793,0.5,0.008758239508095598,-0.016329861778318078,0.005218925396392127,10,0.007414625324492663,-0.0016888765358921809,0.00023071473511150354,-0.022997046055514003,-0.01911268024625416,-0.02953782921160405,-0.0021956999281005363,3435.56005859375,0.004727334073110212,3443.1201171875,-0.016329861778318078,3426.919921875,-0.0015277553060997207,3483.340087890625,-0.01441798375625622,0.016375314639274528,-0.02953782921160405,0.01291759923566967,-0.0016888765358921809,0.008758239508095598,4194596000.0,0.005349382223811547,0.032909260686637264,-0.02953782921160405,0.05700068605388038,0.00023071473511150354,0.009149005253536931,3954699000.0,0.013573486551623238,0.028519878482697592,-0.02953782921160405,0.05845795519609176,0.003147842104854609,0.010678601438804454,3979074000.0,0.8033373886163615,0.3207709659740507,0.013544105756054801,3.869637641072697e-05,0.1291759923566967,1,2
2020-10-23,3465.389892578125,3466.4599609375,3440.449951171875,3464.89990234375,3651600000,0.003445761353703114,1,1,11.89990234375,26.010009765625,0.009050869799525735,0.010245089568546877,3430.935998535156,3407.8628076171876,3128.4709985351565,3449.2054357228644,3424.686953909729,24.518481813135622,25.42434995740718,-0.9058681442715582,57.41942521630462,3430.935998535156,3548.1347555436246,3313.7372415266877,234.39751401693684,3971487500.0,0.919453982922016,-18.420166015625,-11.75,166.929931640625,-0.5287362314769926,-0.337921405609251,0.010781644703324506,0.0036201288927319255,0.0018100644463659628,0.5,0.009050869799525735,-0.016329861778318078,0.005218925396392127,10,-0.0017731640426890127,-0.0010267081766426323,-0.0003040624415797111,0.01291759923566967,-0.022997046055514003,-0.01911268024625416,0.005218925396392127,3453.489990234375,-0.0021956999281005363,3435.56005859375,0.004727334073110212,3443.1201171875,0.00013491955745537076,3483.81005859375,-0.009589662314875616,0.019937039298528445,-0.02953782921160405,0.01291759923566967,-0.0010267081766426323,0.009050869799525735,3987310000.0,0.0007274780887559593,0.027679128238586884,-0.02953782921160405,0.0553657828779297,-0.0003040624415797111,0.008740032252246078,3925450000.0,0.014509008134660875,0.028080924886262276,-0.02953782921160405,0.05845795519609176,0.00252129398375906,0.010245089568546877,3971487500.0,0.6190758417513083,0.2643495595741519,0.009913226164921775,-6.109900132073779e-06,0.10781644703324506,0,0
2020-10-26,3400.969970703125,3441.419921875,3364.860107421875,3441.419921875,4002210000,-0.018589516294535646,-1,0,-64.419921875,76.559814453125,0.01001146202653229,0.01074848291505241,3433.4044921875,3408.425205078125,3129.1490979003906,3441.784594950597,3422.930140338869,18.85445461172776,24.110370888271298,-5.255916276543537,55.00625782227785,3433.4044921875,3545.5376503410725,3321.271334033928,224.26631630714473,3974052500.0,1.0070853366934633,-25.949951171875,-133.25,49.369873046875,-0.7572383295632068,-3.770280319407799,-0.016541382574067343,0.009084734348210296,0.004542367174105148,0.5,0.01001146202653229,-0.018589516294535646,0.005218925396392127,10,-0.02203527764823876,-0.001478639079886146,-0.003804595367398034,0.010781644703324506,0.01291759923566967,-0.022997046055514003,0.003445761353703114,3465.389892578125,0.005218925396392127,3453.489990234375,-0.0021956999281005363,3435.56005859375,-0.016329861778318078,3426.919921875,-0.006990372987368274,0.017367769509540706,-0.022997046055514003,0.01291759923566967,-0.001478639079886146,0.01001146202653229,3969536000.0,-0.006463238456443745,0.0202512342955971,-0.02953782921160405,0.031504045150297366,-0.003804595367398034,0.008298324833145469,3982095000.0,0.010759041246152921,0.02688533183428062,-0.02953782921160405,0.05700068605388038,0.0007862886590780827,0.01074848291505241,3974052500.0,-0.9098795546060823,-0.31187874695797724,-0.016658583838979998,0.00040962515289655154,0.16541382574067343,0,1
2020-10-27,3390.679931640625,3409.510009765625,3388.7099609375,3403.14990234375,3962400000,-0.0030256189119989285,-1,0,-10.2900390625,20.800048828125,0.009391151093744873,0.010706836233017636,3436.164990234375,3408.59900390625,3129.661848144531,3433.922339056755,3420.541235990851,13.381103065903972,21.964517323797836,-8.583414257893864,45.906864942283114,3436.164990234375,3540.600893603315,3331.7290868654354,208.87180673787952,3989093000.0,0.9933085039631816,-52.440185546875,-121.25,55.2099609375,-1.5230425823688827,-3.4525176287716293,-0.030282289754719104,0.008353632186745896,0.004176816093372948,0.5,0.009391151093744873,-0.018589516294535646,0.005218925396392127,10,0.015563897382536718,-0.003029229676907974,-0.0034764653591894843,-0.016541382574067343,0.010781644703324506,0.01291759923566967,-0.018589516294535646,3400.969970703125,0.003445761353703114,3465.389892578125,0.005218925396392127,3453.489990234375,0.004727334073110212,3443.1201171875,-0.009224294889061263,0.019856791590348692,-0.030282289754719104,0.01291759923566967,-0.003029229676907974,0.009391151093744873,3978446000.0,-0.012641871946945393,0.016448876613556956,-0.030282289754719104,0.01291759923566967,-0.0034764653591894843,0.008253135721181056,4017225000.0,0.006972039305795838,0.02707413131416969,-0.030282289754719104,0.05700068605388038,0.0008756409406403598,0.010706836233017636,3989093000.0,-1.3901649859129734,-0.40521044027946423,-0.030079655932839615,-4.709042226501372e-05,0.30282289754719105,0,0
2020-10-28,3271.030029296875,3342.47998046875,3268.889892578125,3342.47998046875,5139970000,-0.035287878760604796,-1,0,-119.64990234375,73.590087890625,0.017129521916479755,0.013251933522472344,3431.5664916992187,3406.22400390625,3129.601248779297,3408.861983709081,3409.4663317912973,-0.6043480822163474,17.450744242595,-18.055092324811348,30.183944877629685,3431.5664916992187,3555.7913225390166,3307.3416608594207,248.44966167959592,4009159500.0,1.2820567502989093,-164.530029296875,-217.639892578125,-91.969970703125,-4.789030798204726,-6.238477627632755,-0.09483835661189896,0.01896767132237979,0.009483835661189896,0.5,0.017129521916479755,-0.035287878760604796,0.005218925396392127,10,-0.03226225984860587,-0.009647665443408827,-0.006342939059899688,-0.030282289754719104,-0.016541382574067343,0.010781644703324506,-0.0030256189119989285,3390.679931640625,-0.018589516294535646,3400.969970703125,0.003445761353703114,3465.389892578125,-0.0021956999281005363,3435.56005859375,-0.023592557000338254,0.04383210238668463,-0.09483835661189896,0.01291759923566967,-0.009647665443408827,0.017129521916479755,4185648000.0,-0.022706666310812022,0.02951062854441941,-0.09483835661189896,0.01291759923566967,-0.006342939059899688,0.013050866206189352,4145371000.0,0.0006008178181958763,0.0346596928530541,-0.09483835661189896,0.05700068605388038,-0.0013014389088009171,0.013251933522472344,4009159500.0,-2.862595728258545,0.05731537893895119,-0.12158815528154027,0.001138466714080732,0.9483835661189897,1,3
